id	direction	kind	subject	source	terms	cand_n	matched	state	pair	target
f641	forward	behavioural	minimal project state may include id, name, description, status, type, createdAt, updatedAt, startDate, targetEndDate	prd§22	project state,renovationproject	39	docs/entities/Project.md::Body[1]	present	-	-
f642	forward	behavioural	session state may include projectId, lastView, lastSpaceId, lastEntityId, lastOpenedAt	prd§22	session state,projectsession	5	-	absent	-	-
f643	forward	behavioural	PRD does not prescribe persistence technology	prd§22	persistence technology,not prescribed	0	-	absent	-	-
f644	forward	behavioural	an optional ribbon icon should open Renovation Planner Home	prd§23	ribbon icon,entry point	7	docs/deliverables/Sitemap.md::Entry points, and the rule about them[1]	present	-	-
f645	forward	behavioural	every major view must define an actionable empty state	prd§24	empty state,actionable	20	docs/components/Empty state.md::Body[1]	present	-	-
f646	forward	behavioural	No Projects empty state offers a Create Project action	prd§24	no projects,empty state,create project	87	docs/requirements/Start a renovation project.md::Main flow[2]	present	-	-
f647	forward	behavioural	No Spaces empty state offers Add Space and Import Floor Plan actions	prd§24	no spaces,empty state,add space,import floor plan	32	docs/components/Empty state.md::Anatomy[3]	contradictory	prd§24>>docs/components/Empty state.md::Anatomy[3]	-
f648	forward	behavioural	No Work empty state offers an Add Renovation Work action	prd§24	no work,empty state,add renovation work	100	docs/components/Empty state.md::Anatomy[2]	present	-	-
f649	forward	behavioural	No Costs empty state offers a Start Estimating action	prd§24	no costs,empty state,start estimating	107	docs/components/Empty state.md::Anatomy[2]	present	-	-
f650	forward	behavioural	empty states must help users continue rather than merely report that no data exists	prd§24	empty state,continue	21	docs/components/Empty state.md::Body[1]	present	-	-
f651	forward	behavioural	user-facing errors must explain what failed	prd§25	error handling,explain failure	6	docs/requirements/Error handling and diagnostics.md::Outcome[1]	present	-	-
f652	forward	behavioural	user-facing errors must preserve entered data where possible	prd§25	error handling,preserve data	10	docs/requirements/Start a renovation project.md::Extensions[1]	present	-	-
f653	forward	behavioural	user-facing errors must suggest recovery	prd§25	error handling,recovery	6	docs/requirements/Error handling and diagnostics.md::Outcome[1]	present	-	-
f654	forward	behavioural	user-facing errors must avoid exposing technical stack traces by default	prd§25	error handling,stack trace	5	docs/requirements/Errors, diagnostics and the test harness.md::Body[1]	present	-	-
f655	forward	behavioural	user-facing errors must never silently discard project changes	prd§25	error handling,discard changes	5	-	absent	-	-
f656	forward	behavioural	on floor plan import failure, the original file must remain unchanged	prd§25	floor plan import,error handling,file preservation	7	-	absent	-	-
f657	forward	behavioural	workspace should support keyboard navigation	prd§26	accessibility,keyboard navigation	30	docs/requirements/Accessibility.md::Body[1]	present	-	-
f658	forward	behavioural	workspace should support visible focus indicators	prd§26	accessibility,focus indicator	29	docs/requirements/Accessibility.md::Body[1]	present	-	-
f659	forward	behavioural	workspace should support readable contrast compatible with Obsidian themes	prd§26	accessibility,contrast,obsidian theme	30	docs/requirements/Accessibility.md::Body[1]	present	-	-
f660	forward	behavioural	workspace should support text labels for icon-only actions where necessary	prd§26	accessibility,icon label	29	docs/components/Tool button.md::Anatomy[1]	present	-	-
f661	forward	behavioural	workspace should support screen-reader-compatible semantic structure where practical	prd§26	accessibility,screen reader	32	docs/requirements/User Interface.md::What holds this, and what does not[1]	present	-	-
f662	forward	behavioural	no critical information should be communicated only through color	prd§26	accessibility,color	29	docs/requirements/Accessibility.md::Body[1]	present	-	-
f663	forward	behavioural	plugin should support desktop Obsidian	prd§27	responsive,desktop	5	docs/deliverables/Sitemap.md::The alternative route, and why it is also the mobile story[1]	present	-	-
f664	forward	behavioural	plugin should support constrained sidebar widths where appropriate	prd§27	responsive,sidebar width	3	-	absent	-	-
f665	forward	behavioural	plugin should support tablet-sized layouts where feasible	prd§27	responsive,tablet	3	-	absent	-	-
f666	forward	behavioural	primary project workspace may require a full workspace pane	prd§27	responsive,full pane	4	docs/requirements/User Interface.md::Body[1]	present	-	-
f667	forward	behavioural	complex visual planning functionality may have reduced usability on mobile, but project overview and basic management should degrade gracefully where feasible	prd§27	mobile,graceful degradation	7	docs/deliverables/Sitemap.md::The alternative route, and why it is also the mobile story[1]	present	-	-
f668	forward	behavioural	opening Renovation Planner Home should feel immediate	prd§28	performance,home,immediate	13	-	absent	-	-
f669	forward	behavioural	switching between already loaded project views should occur without visible blocking	prd§28	performance,view switching	2	-	absent	-	-
f670	forward	behavioural	project summaries should use derived/indexed information where necessary	prd§28	performance,derived data,indexed	28	docs/business-rules/A derived value is recomputed on read, not persisted.md::Body[1]	present	-	-
f671	forward	behavioural	navigation should not require reparsing the entire Vault where avoidable	prd§28	performance,vault parsing	2	-	absent	-	-
f672	forward	behavioural	large-project handling should be considered from the beginning	prd§28	performance,large project	5	-	absent	-	-
f673	forward	behavioural	workspace must conform to local-first principles	prd§29	local-first,privacy	5	docs/adrs/0001-markdown-as-canonical-metadata-storage.md::Context[1]	present	-	-
f674	forward	behavioural	default operation shall require no account	prd§29	privacy,account	2	-	absent	-	-
f675	forward	behavioural	default operation shall require no external analytics	prd§29	privacy,analytics	1	-	absent	-	-
f676	forward	behavioural	default operation shall require no cloud API	prd§29	privacy,cloud api	2	docs/actors/Professional planner.md::What admitting this actor would change[1]	present	-	-
f677	forward	behavioural	default operation shall require no remote project database	prd§29	privacy,remote database	1	-	absent	-	-
f678	forward	behavioural	no project information shall leave the device unless an explicitly introduced future feature requires it and the user knowingly enables it	prd§29	privacy,opt-in,data leaving device	1	-	absent	-	-
f679	forward	behavioural	project creation and navigation must not compromise Vault data	prd§30	data integrity,vault	75	docs/requirements/Start a renovation project.md::Guarantee[1]	present	-	-
f680	forward	behavioural	project initialization must be transactional where practical	prd§30	data integrity,transactional,initialization	5	docs/actors/The vault.md::What it does to the plugin[4]	present	-	-
f681	forward	behavioural	partial initialization should be detectable	prd§30	data integrity,partial initialization	4	docs/business-rules/Every persistent object carries a schema version.md::Body[2]	present	-	-
f682	forward	behavioural	invalid project structures should be recoverable	prd§30	data integrity,invalid structure,recoverable	10	docs/requirements/Validation and vault health.md::Body[2]	present	-	-
f683	forward	behavioural	existing user files must never be overwritten without explicit intent	prd§30	data integrity,overwrite,user file	19	docs/requirements/External modification handling.md::Body[1]	present	-	-
f684	forward	behavioural	project identifiers must remain stable when files are renamed where technically feasible	prd§30	data integrity,project identifier,rename	13	docs/requirements/External modification handling.md::Body[2]	present	-	-
f685	forward	behavioural	no external telemetry is required	prd§31	telemetry,privacy	1	-	absent	-	-
